"language"	"project"	"country"	"pageviews_percentage"
"Portuguese"	"pt.wikiversity.org"	"Ukraine"	0.02
"Portuguese"	"pt.wikiversity.org"	"United Kingdom"	0.01
"Portuguese"	"pt.wikiversity.org"	"United States"	0.28
"Portuguese"	"pt.wikiversity.org"	"Vietnam"	0.05
"Portuguese"	"pt.wikiversity.org"	"Other"	0.05
"Portuguese"	"pt.wikivoyage.org"	"Angola"	0.01
"Portuguese"	"pt.wikivoyage.org"	"Brazil"	0.08
"Portuguese"	"pt.wikivoyage.org"	"Canada"	0.03
"Portuguese"	"pt.wikivoyage.org"	"China"	0.16
"Portuguese"	"pt.wikivoyage.org"	"France"	0.07
"Portuguese"	"pt.wikivoyage.org"	"Germany"	0.02
"Portuguese"	"pt.wikivoyage.org"	"Italy"	0.01
"Portuguese"	"pt.wikivoyage.org"	"Netherlands"	0.01
"Portuguese"	"pt.wikivoyage.org"	"Poland"	0.02
"Portuguese"	"pt.wikivoyage.org"	"Portugal"	0.01
"Portuguese"	"pt.wikivoyage.org"	"Romania"	0.01
"Portuguese"	"pt.wikivoyage.org"	"Russia"	0.02
"Portuguese"	"pt.wikivoyage.org"	"Sweden"	0.01
"Portuguese"	"pt.wikivoyage.org"	"Ukraine"	0.02
"Portuguese"	"pt.wikivoyage.org"	"United Kingdom"	0.01
"Portuguese"	"pt.wikivoyage.org"	"United States"	0.42
"Portuguese"	"pt.wikivoyage.org"	"Vietnam"	0.02
"Portuguese"	"pt.wikivoyage.org"	"Other"	0.06
"Portuguese"	"pt.wiktionary.org"	"Angola"	0.01
"Portuguese"	"pt.wiktionary.org"	"Brazil"	0.68
"Portuguese"	"pt.wiktionary.org"	"Canada"	0.01
"Portuguese"	"pt.wiktionary.org"	"China"	0.01
"Portuguese"	"pt.wiktionary.org"	"France"	0.03
"Portuguese"	"pt.wiktionary.org"	"Germany"	0.01
"Portuguese"	"pt.wiktionary.org"	"Israel"	0.01
"Portuguese"	"pt.wiktionary.org"	"Mozambique"	0.01
"Portuguese"	"pt.wiktionary.org"	"Netherlands"	0.01
"Portuguese"	"pt.wiktionary.org"	"Portugal"	0.08
"Portuguese"	"pt.wiktionary.org"	"Republic of Korea"	0.01
"Portuguese"	"pt.wiktionary.org"	"Russia"	0.01
"Portuguese"	"pt.wiktionary.org"	"Singapore"	0.01
"Portuguese"	"pt.wiktionary.org"	"Ukraine"	0.01
"Portuguese"	"pt.wiktionary.org"	"United States"	0.06
"Portuguese"	"pt.wiktionary.org"	"Other"	0.04
"Quechua"	"qu.wikibooks.org"	"Canada"	0.18
"Quechua"	"qu.wikibooks.org"	"China"	0.02
"Quechua"	"qu.wikibooks.org"	"Russia"	0.02
"Quechua"	"qu.wikibooks.org"	"Taiwan"	0.02
"Quechua"	"qu.wikibooks.org"	"United States"	0.52
"Quechua"	"qu.wikibooks.org"	"Vietnam"	0.26
"Quechua"	"qu.wikipedia.org"	"Brazil"	0.01
"Quechua"	"qu.wikipedia.org"	"Canada"	0.02
"Quechua"	"qu.wikipedia.org"	"China"	0.06
"Quechua"	"qu.wikipedia.org"	"France"	0.03
"Quechua"	"qu.wikipedia.org"	"Germany"	0.06
"Quechua"	"qu.wikipedia.org"	"Italy"	0.01
"Quechua"	"qu.wikipedia.org"	"Japan"	0.01
"Quechua"	"qu.wikipedia.org"	"Mexico"	0.02
"Quechua"	"qu.wikipedia.org"	"Netherlands"	0.02
"Quechua"	"qu.wikipedia.org"	"Peru"	0.02
"Quechua"	"qu.wikipedia.org"	"Poland"	0.02
"Quechua"	"qu.wikipedia.org"	"Republic of Korea"	0.01
"Quechua"	"qu.wikipedia.org"	"Romania"	0.04
"Quechua"	"qu.wikipedia.org"	"Russia"	0.02
"Quechua"	"qu.wikipedia.org"	"Singapore"	0.01
"Quechua"	"qu.wikipedia.org"	"Spain"	0.01
"Quechua"	"qu.wikipedia.org"	"Sweden"	0.01
"Quechua"	"qu.wikipedia.org"	"Ukraine"	0.01
"Quechua"	"qu.wikipedia.org"	"United Kingdom"	0.01
"Quechua"	"qu.wikipedia.org"	"United States"	0.53
"Quechua"	"qu.wikipedia.org"	"Other"	0.08
"Quechua"	"qu.wikiquote.org"	"Canada"	0.17
"Quechua"	"qu.wikiquote.org"	"France"	0.02
"Quechua"	"qu.wikiquote.org"	"Netherlands"	0.02
"Quechua"	"qu.wikiquote.org"	"Thailand"	0.04
"Quechua"	"qu.wikiquote.org"	"United States"	0.52
"Quechua"	"qu.wikiquote.org"	"Venezuela"	0.02
"Quechua"	"qu.wikiquote.org"	"Vietnam"	0.21
"Quechua"	"qu.wiktionary.org"	"Belgium"	0.01
"Quechua"	"qu.wiktionary.org"	"Bulgaria"	0.04
"Quechua"	"qu.wiktionary.org"	"Canada"	0.11
"Quechua"	"qu.wiktionary.org"	"China"	0.09
"Quechua"	"qu.wiktionary.org"	"France"	0.02
"Quechua"	"qu.wiktionary.org"	"Germany"	0.02
"Quechua"	"qu.wiktionary.org"	"Italy"	0.02
"Quechua"	"qu.wiktionary.org"	"Luxembourg"	0.01
"Quechua"	"qu.wiktionary.org"	"Pakistan"	0.01
"Quechua"	"qu.wiktionary.org"	"Poland"	0.04
"Quechua"	"qu.wiktionary.org"	"Romania"	0.01
"Quechua"	"qu.wiktionary.org"	"Russia"	0.01
"Quechua"	"qu.wiktionary.org"	"Réunion"	0.01
"Quechua"	"qu.wiktionary.org"	"Sweden"	0.02
"Quechua"	"qu.wiktionary.org"	"United Kingdom"	0.01
"Quechua"	"qu.wiktionary.org"	"United States"	0.49
"Quechua"	"qu.wiktionary.org"	"Vietnam"	0.05
"Romansh"	"rm.wikibooks.org"	"Canada"	0.14
"Romansh"	"rm.wikibooks.org"	"China"	0.02
"Romansh"	"rm.wikibooks.org"	"Finland"	0.02
"Romansh"	"rm.wikibooks.org"	"India"	0.02
"Romansh"	"rm.wikibooks.org"	"Russia"	0.02
"Romansh"	"rm.wikibooks.org"	"United States"	0.44
"Romansh"	"rm.wikibooks.org"	"Vietnam"	0.35
"Romansh"	"rm.wikipedia.org"	"Germany"	0.04
"Romansh"	"rm.wikipedia.org"	"Canada"	0.02
"Romansh"	"rm.wikipedia.org"	"China"	0.6
"Romansh"	"rm.wikipedia.org"	"France"	0.02
"Romansh"	"rm.wikipedia.org"	"Italy"	0.01
"Romansh"	"rm.wikipedia.org"	"Mexico"	0.01
"Romansh"	"rm.wikipedia.org"	"Netherlands"	0.01
"Romansh"	"rm.wikipedia.org"	"Poland"	0.01
"Romansh"	"rm.wikipedia.org"	"Romania"	0.03
"Romansh"	"rm.wikipedia.org"	"Russia"	0.01
"Romansh"	"rm.wikipedia.org"	"Sweden"	0.01
"Romansh"	"rm.wikipedia.org"	"Switzerland"	0.02
"Romansh"	"rm.wikipedia.org"	"Ukraine"	0.01
"Romansh"	"rm.wikipedia.org"	"United States"	0.15
"Romansh"	"rm.wikipedia.org"	"Other"	0.05
"Romansh"	"rm.wiktionary.org"	"Canada"	0.23
"Romansh"	"rm.wiktionary.org"	"China"	0.09
"Romansh"	"rm.wiktionary.org"	"France"	0.03
"Romansh"	"rm.wiktionary.org"	"Germany"	0.03
"Romansh"	"rm.wiktionary.org"	"Russia"	0.06
"Romansh"	"rm.wiktionary.org"	"Sweden"	0.09
"Romansh"	"rm.wiktionary.org"	"United States"	0.46
"Romansh"	"rm.wiktionary.org"	"Vietnam"	0.03
"Romani"	"rmy.wikipedia.org"	"Brazil"	0.01
"Romani"	"rmy.wikipedia.org"	"Canada"	0.04
"Romani"	"rmy.wikipedia.org"	"China"	0.06
"Romani"	"rmy.wikipedia.org"	"France"	0.04
"Romani"	"rmy.wikipedia.org"	"Germany"	0.07
"Romani"	"rmy.wikipedia.org"	"Hungary"	0.01
"Romani"	"rmy.wikipedia.org"	"India"	0.02
"Romani"	"rmy.wikipedia.org"	"Malaysia"	0.01
"Romani"	"rmy.wikipedia.org"	"Mexico"	0.02
"Romani"	"rmy.wikipedia.org"	"Netherlands"	0.03
"Romani"	"rmy.wikipedia.org"	"Poland"	0.04
"Romani"	"rmy.wikipedia.org"	"Republic of Korea"	0.01
"Romani"	"rmy.wikipedia.org"	"Romania"	0.09
"Romani"	"rmy.wikipedia.org"	"Russia"	0.03
"Romani"	"rmy.wikipedia.org"	"Spain"	0.02
"Romani"	"rmy.wikipedia.org"	"Sweden"	0.04
"Romani"	"rmy.wikipedia.org"	"Ukraine"	0.02
"Romani"	"rmy.wikipedia.org"	"United Arab Emirates"	0.01
"Romani"	"rmy.wikipedia.org"	"United Kingdom"	0.01
"Romani"	"rmy.wikipedia.org"	"United States"	0.35
"Romani"	"rmy.wikipedia.org"	"Other"	0.08
"Rundi"	"rn.wikipedia.org"	"Burundi"	0.01
"Rundi"	"rn.wikipedia.org"	"Canada"	0.06
"Rundi"	"rn.wikipedia.org"	"China"	0.05
"Rundi"	"rn.wikipedia.org"	"France"	0.02
"Rundi"	"rn.wikipedia.org"	"Georgia"	0.01
"Rundi"	"rn.wikipedia.org"	"Germany"	0.05
"Rundi"	"rn.wikipedia.org"	"India"	0.01
"Rundi"	"rn.wikipedia.org"	"Italy"	0.01
"Rundi"	"rn.wikipedia.org"	"Malaysia"	0.01
"Rundi"	"rn.wikipedia.org"	"Mexico"	0.01
"Rundi"	"rn.wikipedia.org"	"Nepal"	0.01
"Rundi"	"rn.wikipedia.org"	"Netherlands"	0.03
"Rundi"	"rn.wikipedia.org"	"Pakistan"	0.01
"Rundi"	"rn.wikipedia.org"	"Poland"	0.05
"Rundi"	"rn.wikipedia.org"	"Romania"	0.05
"Rundi"	"rn.wikipedia.org"	"Russia"	0.04
"Rundi"	"rn.wikipedia.org"	"Rwanda"	0.02
"Rundi"	"rn.wikipedia.org"	"Sweden"	0.01
"Rundi"	"rn.wikipedia.org"	"Taiwan"	0.01
"Rundi"	"rn.wikipedia.org"	"Turkey"	0.01
"Rundi"	"rn.wikipedia.org"	"Ukraine"	0.02
"Rundi"	"rn.wikipedia.org"	"United Kingdom"	0.01
"Rundi"	"rn.wikipedia.org"	"United States"	0.46
"Rundi"	"rn.wikipedia.org"	"Vietnam"	0.01
"Rundi"	"rn.wikipedia.org"	"Other"	0.06
"Rundi"	"rn.wiktionary.org"	"Canada"	0.1
"Rundi"	"rn.wiktionary.org"	"China"	0.12
"Rundi"	"rn.wiktionary.org"	"France"	0.02
"Rundi"	"rn.wiktionary.org"	"Russia"	0.02
"Rundi"	"rn.wiktionary.org"	"United States"	0.72
"Romanian"	"ro.wikibooks.org"	"Canada"	0.03
"Romanian"	"ro.wikibooks.org"	"China"	0.02
"Romanian"	"ro.wikibooks.org"	"France"	0.02
"Romanian"	"ro.wikibooks.org"	"Germany"	0.06
"Romanian"	"ro.wikibooks.org"	"Italy"	0.01
"Romanian"	"ro.wikibooks.org"	"Poland"	0.01
"Romanian"	"ro.wikibooks.org"	"Republic of Moldova"	0.04
"Romanian"	"ro.wikibooks.org"	"Romania"	0.6
"Romanian"	"ro.wikibooks.org"	"Spain"	0.01
"Romanian"	"ro.wikibooks.org"	"United Kingdom"	0.01
"Romanian"	"ro.wikibooks.org"	"United States"	0.11
"Romanian"	"ro.wikibooks.org"	"Vietnam"	0.05
"Romanian"	"ro.wikibooks.org"	"Other"	0.04
"Romanian"	"ro.wikinews.org"	"Bulgaria"	0.01
"Romanian"	"ro.wikinews.org"	"Canada"	0.07
"Romanian"	"ro.wikinews.org"	"China"	0.03
"Romanian"	"ro.wikinews.org"	"France"	0.01
"Romanian"	"ro.wikinews.org"	"Germany"	0.04
"Romanian"	"ro.wikinews.org"	"Ireland"	0.01
"Romanian"	"ro.wikinews.org"	"Italy"	0.01
"Romanian"	"ro.wikinews.org"	"Netherlands"	0.01
"Romanian"	"ro.wikinews.org"	"Poland"	0.03
"Romanian"	"ro.wikinews.org"	"Republic of Korea"	0.02
"Romanian"	"ro.wikinews.org"	"Romania"	0.11
"Romanian"	"ro.wikinews.org"	"Russia"	0.01
"Romanian"	"ro.wikinews.org"	"Sweden"	0.01
"Romanian"	"ro.wikinews.org"	"United Kingdom"	0.01
"Romanian"	"ro.wikinews.org"	"United States"	0.34
"Romanian"	"ro.wikinews.org"	"Vietnam"	0.26
"Romanian"	"ro.wikinews.org"	"Other"	0.03
"Romanian"	"ro.wikipedia.org"	"Germany"	0.02
"Romanian"	"ro.wikipedia.org"	"China"	0.02
"Romanian"	"ro.wikipedia.org"	"France"	0.01
"Romanian"	"ro.wikipedia.org"	"Italy"	0.02
"Romanian"	"ro.wikipedia.org"	"Republic of Moldova"	0.07
"Romanian"	"ro.wikipedia.org"	"Romania"	0.77
"Romanian"	"ro.wikipedia.org"	"Spain"	0.01
"Romanian"	"ro.wikipedia.org"	"United Kingdom"	0.01
"Romanian"	"ro.wikipedia.org"	"United States"	0.03
"Romanian"	"ro.wikipedia.org"	"Other"	0.05
"Romanian"	"ro.wikiquote.org"	"Canada"	0.04
"Romanian"	"ro.wikiquote.org"	"China"	0.01
"Romanian"	"ro.wikiquote.org"	"France"	0.01
"Romanian"	"ro.wikiquote.org"	"Germany"	0.02
"Romanian"	"ro.wikiquote.org"	"Italy"	0.01
"Romanian"	"ro.wikiquote.org"	"Netherlands"	0.01
"Romanian"	"ro.wikiquote.org"	"Poland"	0.01
"Romanian"	"ro.wikiquote.org"	"Republic of Moldova"	0.04
"Romanian"	"ro.wikiquote.org"	"Romania"	0.39
"Romanian"	"ro.wikiquote.org"	"Russia"	0.01
"Romanian"	"ro.wikiquote.org"	"Spain"	0.01
"Romanian"	"ro.wikiquote.org"	"Sweden"	0.01
"Romanian"	"ro.wikiquote.org"	"United Kingdom"	0.01
"Romanian"	"ro.wikiquote.org"	"United States"	0.16
"Romanian"	"ro.wikiquote.org"	"Vietnam"	0.22
"Romanian"	"ro.wikiquote.org"	"Other"	0.03
"Romanian"	"ro.wikisource.org"	"Canada"	0.01
"Romanian"	"ro.wikisource.org"	"France"	0.01
"Romanian"	"ro.wikisource.org"	"Germany"	0.02
"Romanian"	"ro.wikisource.org"	"Italy"	0.01
"Romanian"	"ro.wikisource.org"	"Republic of Moldova"	0.12
"Romanian"	"ro.wikisource.org"	"Romania"	0.74
"Romanian"	"ro.wikisource.org"	"United States"	0.06
"Romanian"	"ro.wikisource.org"	"Other"	0.04
"Romanian"	"ro.wikivoyage.org"	"Canada"	0.06
"Romanian"	"ro.wikivoyage.org"	"China"	0.03
"Romanian"	"ro.wikivoyage.org"	"Finland"	0.01
"Romanian"	"ro.wikivoyage.org"	"France"	0.05
"Romanian"	"ro.wikivoyage.org"	"Germany"	0.08
"Romanian"	"ro.wikivoyage.org"	"India"	0.01
"Romanian"	"ro.wikivoyage.org"	"Italy"	0.04
"Romanian"	"ro.wikivoyage.org"	"Japan"	0.01
"Romanian"	"ro.wikivoyage.org"	"Latvia"	0.01
"Romanian"	"ro.wikivoyage.org"	"Nepal"	0.01
"Romanian"	"ro.wikivoyage.org"	"Netherlands"	0.01
"Romanian"	"ro.wikivoyage.org"	"Pakistan"	0.01
"Romanian"	"ro.wikivoyage.org"	"Poland"	0.01
"Romanian"	"ro.wikivoyage.org"	"Republic of Korea"	0.01
"Romanian"	"ro.wikivoyage.org"	"Republic of Moldova"	0.01
"Romanian"	"ro.wikivoyage.org"	"Romania"	0.18
"Romanian"	"ro.wikivoyage.org"	"Russia"	0.07
"Romanian"	"ro.wikivoyage.org"	"Spain"	0.01
"Romanian"	"ro.wikivoyage.org"	"Sweden"	0.01
"Romanian"	"ro.wikivoyage.org"	"Turkey"	0.01
"Romanian"	"ro.wikivoyage.org"	"United Kingdom"	0.02
"Romanian"	"ro.wikivoyage.org"	"United States"	0.23
"Romanian"	"ro.wikivoyage.org"	"Vietnam"	0.12
"Romanian"	"ro.wiktionary.org"	"Belgium"	0.01
"Romanian"	"ro.wiktionary.org"	"Canada"	0.01
"Romanian"	"ro.wiktionary.org"	"China"	0.07
"Romanian"	"ro.wiktionary.org"	"France"	0.02
"Romanian"	"ro.wiktionary.org"	"Germany"	0.04
"Romanian"	"ro.wiktionary.org"	"Italy"	0.01
"Romanian"	"ro.wiktionary.org"	"Japan"	0.01
"Romanian"	"ro.wiktionary.org"	"Netherlands"	0.02
"Romanian"	"ro.wiktionary.org"	"Poland"	0.01
"Romanian"	"ro.wiktionary.org"	"Republic of Korea"	0.02
"Romanian"	"ro.wiktionary.org"	"Republic of Moldova"	0.05
"Romanian"	"ro.wiktionary.org"	"Romania"	0.45
"Romanian"	"ro.wiktionary.org"	"Russia"	0.01
"Romanian"	"ro.wiktionary.org"	"Singapore"	0.05
"Romanian"	"ro.wiktionary.org"	"Sweden"	0.03
"Romanian"	"ro.wiktionary.org"	"Ukraine"	0.02
"Romanian"	"ro.wiktionary.org"	"United Kingdom"	0.01
"Romanian"	"ro.wiktionary.org"	"United States"	0.13
"Romanian"	"ro.wiktionary.org"	"Vietnam"	0.01
"Romanian"	"ro.wiktionary.org"	"Other"	0.03
"Aromanian"	"roa-rup.wikipedia.org"	"Canada"	0.03
"Aromanian"	"roa-rup.wikipedia.org"	"China"	0.31
"Aromanian"	"roa-rup.wikipedia.org"	"France"	0.02
"Aromanian"	"roa-rup.wikipedia.org"	"Germany"	0.03
"Aromanian"	"roa-rup.wikipedia.org"	"India"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"Italy"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"Mexico"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"Netherlands"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"Poland"	0.02
"Aromanian"	"roa-rup.wikipedia.org"	"Republic of Korea"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"Romania"	0.04
"Aromanian"	"roa-rup.wikipedia.org"	"Russia"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"Ukraine"	0.01
"Aromanian"	"roa-rup.wikipedia.org"	"United States"	0.42
"Aromanian"	"roa-rup.wikipedia.org"	"Other"	0.08
"Aromanian"	"roa-rup.wiktionary.org"	"Algeria"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Canada"	0.1
"Aromanian"	"roa-rup.wiktionary.org"	"China"	0.15
"Aromanian"	"roa-rup.wiktionary.org"	"Finland"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"France"	0.09
"Aromanian"	"roa-rup.wiktionary.org"	"Greece"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"India"	0.02
"Aromanian"	"roa-rup.wiktionary.org"	"Italy"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Netherlands"	0.02
"Aromanian"	"roa-rup.wiktionary.org"	"Poland"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Republic of Korea"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Romania"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Russia"	0.05
"Aromanian"	"roa-rup.wiktionary.org"	"Réunion"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Serbia"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"Thailand"	0.01
"Aromanian"	"roa-rup.wiktionary.org"	"United States"	0.4
"Aromanian"	"roa-rup.wiktionary.org"	"Vietnam"	0.05
"tarandíne"	"roa-tara.wikipedia.org"	"Canada"	0.01
"tarandíne"	"roa-tara.wikipedia.org"	"China"	0.37
"tarandíne"	"roa-tara.wikipedia.org"	"France"	0.03
"tarandíne"	"roa-tara.wikipedia.org"	"Germany"	0.04
"tarandíne"	"roa-tara.wikipedia.org"	"Italy"	0.03
"tarandíne"	"roa-tara.wikipedia.org"	"Mexico"	0.01
"tarandíne"	"roa-tara.wikipedia.org"	"Netherlands"	0.01
"tarandíne"	"roa-tara.wikipedia.org"	"Poland"	0.02
"tarandíne"	"roa-tara.wikipedia.org"	"Romania"	0.03
"tarandíne"	"roa-tara.wikipedia.org"	"Russia"	0.01
"tarandíne"	"roa-tara.wikipedia.org"	"Ukraine"	0.01
"tarandíne"	"roa-tara.wikipedia.org"	"United Kingdom"	0.01
"tarandíne"	"roa-tara.wikipedia.org"	"United States"	0.36
"tarandíne"	"roa-tara.wikipedia.org"	"Other"	0.05
"Russian"	"ru.wikibooks.org"	"Belarus"	0.04
"Russian"	"ru.wikibooks.org"	"Czech Republic"	0.01
"Russian"	"ru.wikibooks.org"	"France"	0.01
"Russian"	"ru.wikibooks.org"	"Germany"	0.02
"Russian"	"ru.wikibooks.org"	"Kazakhstan"	0.03
"Russian"	"ru.wikibooks.org"	"Republic of Moldova"	0.01
"Russian"	"ru.wikibooks.org"	"Russia"	0.6
"Russian"	"ru.wikibooks.org"	"Ukraine"	0.18
"Russian"	"ru.wikibooks.org"	"United States"	0.03
"Russian"	"ru.wikibooks.org"	"Uzbekistan"	0.01
"Russian"	"ru.wikibooks.org"	"Vietnam"	0.01
"Russian"	"ru.wikibooks.org"	"Other"	0.06
"Russian"	"ru.wikinews.org"	"Belarus"	0.02
"Russian"	"ru.wikinews.org"	"Brazil"	0.01
"Russian"	"ru.wikinews.org"	"Canada"	0.01
"Russian"	"ru.wikinews.org"	"China"	0.01
"Russian"	"ru.wikinews.org"	"France"	0.02
"Russian"	"ru.wikinews.org"	"Germany"	0.03
"Russian"	"ru.wikinews.org"	"Kazakhstan"	0.02
"Russian"	"ru.wikinews.org"	"Poland"	0.01
"Russian"	"ru.wikinews.org"	"Russia"	0.55
"Russian"	"ru.wikinews.org"	"Ukraine"	0.12
"Russian"	"ru.wikinews.org"	"United Kingdom"	0.01
"Russian"	"ru.wikinews.org"	"United States"	0.09
"Russian"	"ru.wikinews.org"	"Uzbekistan"	0.01
"Russian"	"ru.wikinews.org"	"Vietnam"	0.02
"Russian"	"ru.wikinews.org"	"Other"	0.07
"Russian"	"ru.wikipedia.org"	"Germany"	0.01
"Russian"	"ru.wikipedia.org"	"Russia"	0.67
"Russian"	"ru.wikipedia.org"	"United States"	0.02
"Russian"	"ru.wikipedia.org"	"Azerbaijan"	0.01
"Russian"	"ru.wikipedia.org"	"Belarus"	0.04
"Russian"	"ru.wikipedia.org"	"China"	0.01
"Russian"	"ru.wikipedia.org"	"Israel"	0.01
"Russian"	"ru.wikipedia.org"	"Kazakhstan"	0.03
"Russian"	"ru.wikipedia.org"	"Latvia"	0.01
"Russian"	"ru.wikipedia.org"	"Republic of Moldova"	0.01
"Russian"	"ru.wikipedia.org"	"Ukraine"	0.14
"Russian"	"ru.wikipedia.org"	"Other"	0.06
"Russian"	"ru.wikiquote.org"	"Armenia"	0.01
"Russian"	"ru.wikiquote.org"	"Azerbaijan"	0.01
"Russian"	"ru.wikiquote.org"	"Belarus"	0.03
"Russian"	"ru.wikiquote.org"	"Canada"	0.01
"Russian"	"ru.wikiquote.org"	"France"	0.01
"Russian"	"ru.wikiquote.org"	"Germany"	0.02
"Russian"	"ru.wikiquote.org"	"Israel"	0.01
"Russian"	"ru.wikiquote.org"	"Kazakhstan"	0.03
"Russian"	"ru.wikiquote.org"	"Kyrgyzstan"	0.01
"Russian"	"ru.wikiquote.org"	"Latvia"	0.01
"Russian"	"ru.wikiquote.org"	"Republic of Moldova"	0.01
"Russian"	"ru.wikiquote.org"	"Russia"	0.62
"Russian"	"ru.wikiquote.org"	"Ukraine"	0.17
"Russian"	"ru.wikiquote.org"	"United States"	0.02
"Russian"	"ru.wikiquote.org"	"Uzbekistan"	0.01
"Russian"	"ru.wikiquote.org"	"Vietnam"	0.01
"Russian"	"ru.wikiquote.org"	"Other"	0.04
"Russian"	"ru.wikisource.org"	"Belarus"	0.03
"Russian"	"ru.wikisource.org"	"Germany"	0.02
"Russian"	"ru.wikisource.org"	"Kazakhstan"	0.03
"Russian"	"ru.wikisource.org"	"Kyrgyzstan"	0.01
"Russian"	"ru.wikisource.org"	"Republic of Moldova"	0.01
"Russian"	"ru.wikisource.org"	"Russia"	0.71
"Russian"	"ru.wikisource.org"	"Ukraine"	0.11
"Russian"	"ru.wikisource.org"	"United States"	0.03
"Russian"	"ru.wikisource.org"	"Other"	0.07
"Russian"	"ru.wikiversity.org"	"Belarus"	0.03
"Russian"	"ru.wikiversity.org"	"Canada"	0.01
"Russian"	"ru.wikiversity.org"	"China"	0.01
"Russian"	"ru.wikiversity.org"	"France"	0.01
"Russian"	"ru.wikiversity.org"	"Germany"	0.03
"Russian"	"ru.wikiversity.org"	"Kazakhstan"	0.04
"Russian"	"ru.wikiversity.org"	"Kyrgyzstan"	0.01
"Russian"	"ru.wikiversity.org"	"Republic of Moldova"	0.01
"Russian"	"ru.wikiversity.org"	"Russia"	0.63
"Russian"	"ru.wikiversity.org"	"Ukraine"	0.11
"Russian"	"ru.wikiversity.org"	"United States"	0.04
"Russian"	"ru.wikiversity.org"	"Vietnam"	0.02
"Russian"	"ru.wikiversity.org"	"Other"	0.06
"Russian"	"ru.wikivoyage.org"	"Azerbaijan"	0.01
"Russian"	"ru.wikivoyage.org"	"Belarus"	0.03
"Russian"	"ru.wikivoyage.org"	"Canada"	0.01
"Russian"	"ru.wikivoyage.org"	"China"	0.01
"Russian"	"ru.wikivoyage.org"	"Estonia"	0.02
"Russian"	"ru.wikivoyage.org"	"France"	0.02
"Russian"	"ru.wikivoyage.org"	"Germany"	0.03
"Russian"	"ru.wikivoyage.org"	"Israel"	0.01
"Russian"	"ru.wikivoyage.org"	"Italy"	0.01
"Russian"	"ru.wikivoyage.org"	"Kazakhstan"	0.02
"Russian"	"ru.wikivoyage.org"	"Latvia"	0.01
"Russian"	"ru.wikivoyage.org"	"Netherlands"	0.02
"Russian"	"ru.wikivoyage.org"	"Poland"	0.01
"Russian"	"ru.wikivoyage.org"	"Russia"	0.55
"Russian"	"ru.wikivoyage.org"	"Spain"	0.01
"Russian"	"ru.wikivoyage.org"	"Ukraine"	0.12
"Russian"	"ru.wikivoyage.org"	"United Kingdom"	0.01
"Russian"	"ru.wikivoyage.org"	"United States"	0.05
"Russian"	"ru.wikivoyage.org"	"Vietnam"	0.01
"Russian"	"ru.wikivoyage.org"	"Other"	0.06
"Russian"	"ru.wiktionary.org"	"Armenia"	0.01
"Russian"	"ru.wiktionary.org"	"Azerbaijan"	0.01
"Russian"	"ru.wiktionary.org"	"Belarus"	0.04
"Russian"	"ru.wiktionary.org"	"China"	0.01
"Russian"	"ru.wiktionary.org"	"Germany"	0.01
"Russian"	"ru.wiktionary.org"	"Kazakhstan"	0.04
"Russian"	"ru.wiktionary.org"	"Kyrgyzstan"	0.01
"Russian"	"ru.wiktionary.org"	"Latvia"	0.01
"Russian"	"ru.wiktionary.org"	"Poland"	0.01
"Russian"	"ru.wiktionary.org"	"Republic of Korea"	0.01
"Russian"	"ru.wiktionary.org"	"Republic of Moldova"	0.01
"Russian"	"ru.wiktionary.org"	"Russia"	0.63
"Russian"	"ru.wiktionary.org"	"Ukraine"	0.14
"Russian"	"ru.wiktionary.org"	"United Kingdom"	0.01
"Russian"	"ru.wiktionary.org"	"United States"	0.02
"Russian"	"ru.wiktionary.org"	"Other"	0.07
"Rusyn"	"rue.wikipedia.org"	"Canada"	0.03
"Rusyn"	"rue.wikipedia.org"	"China"	0.04
"Rusyn"	"rue.wikipedia.org"	"Czech Republic"	0.01
"Rusyn"	"rue.wikipedia.org"	"France"	0.02
"Rusyn"	"rue.wikipedia.org"	"Germany"	0.06
"Rusyn"	"rue.wikipedia.org"	"India"	0.01
"Rusyn"	"rue.wikipedia.org"	"Israel"	0.01
"Rusyn"	"rue.wikipedia.org"	"Italy"	0.01
"Rusyn"	"rue.wikipedia.org"	"Japan"	0.01
"Rusyn"	"rue.wikipedia.org"	"Mexico"	0.02
"Rusyn"	"rue.wikipedia.org"	"Netherlands"	0.02
"Rusyn"	"rue.wikipedia.org"	"Poland"	0.04
"Rusyn"	"rue.wikipedia.org"	"Republic of Korea"	0.01
