"language"	"project"	"country"	"pageviews_percentage"
"Rusyn"	"rue.wikipedia.org"	"Republic of Lithuania"	0.01
"Rusyn"	"rue.wikipedia.org"	"Romania"	0.07
"Rusyn"	"rue.wikipedia.org"	"Russia"	0.07
"Rusyn"	"rue.wikipedia.org"	"Spain"	0.01
"Rusyn"	"rue.wikipedia.org"	"Sweden"	0.01
"Rusyn"	"rue.wikipedia.org"	"Thailand"	0.01
"Rusyn"	"rue.wikipedia.org"	"Ukraine"	0.09
"Rusyn"	"rue.wikipedia.org"	"United Kingdom"	0.01
"Rusyn"	"rue.wikipedia.org"	"United States"	0.35
"Rusyn"	"rue.wikipedia.org"	"Vietnam"	0.01
"Rusyn"	"rue.wikipedia.org"	"Other"	0.09
"Kinyarwanda"	"rw.wikipedia.org"	"Canada"	0.02
"Kinyarwanda"	"rw.wikipedia.org"	"China"	0.22
"Kinyarwanda"	"rw.wikipedia.org"	"France"	0.02
"Kinyarwanda"	"rw.wikipedia.org"	"Germany"	0.03
"Kinyarwanda"	"rw.wikipedia.org"	"India"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"Italy"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"Mexico"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"Poland"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"Romania"	0.03
"Kinyarwanda"	"rw.wikipedia.org"	"Russia"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"Rwanda"	0.27
"Kinyarwanda"	"rw.wikipedia.org"	"Ukraine"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"United Kingdom"	0.01
"Kinyarwanda"	"rw.wikipedia.org"	"United States"	0.29
"Kinyarwanda"	"rw.wikipedia.org"	"Other"	0.08
"Kinyarwanda"	"rw.wiktionary.org"	"Canada"	0.09
"Kinyarwanda"	"rw.wiktionary.org"	"China"	0.14
"Kinyarwanda"	"rw.wiktionary.org"	"France"	0.06
"Kinyarwanda"	"rw.wiktionary.org"	"India"	0.06
"Kinyarwanda"	"rw.wiktionary.org"	"Netherlands"	0.01
"Kinyarwanda"	"rw.wiktionary.org"	"Pakistan"	0.01
"Kinyarwanda"	"rw.wiktionary.org"	"Poland"	0.05
"Kinyarwanda"	"rw.wiktionary.org"	"Republic of Korea"	0.01
"Kinyarwanda"	"rw.wiktionary.org"	"Russia"	0.03
"Kinyarwanda"	"rw.wiktionary.org"	"Rwanda"	0.02
"Kinyarwanda"	"rw.wiktionary.org"	"Réunion"	0.01
"Kinyarwanda"	"rw.wiktionary.org"	"Sweden"	0.01
"Kinyarwanda"	"rw.wiktionary.org"	"Thailand"	0.02
"Kinyarwanda"	"rw.wiktionary.org"	"United States"	0.48
"Kinyarwanda"	"rw.wiktionary.org"	"Vietnam"	0.02
"Sanskrit"	"sa.wikibooks.org"	"Bahrain"	0.01
"Sanskrit"	"sa.wikibooks.org"	"Bangladesh"	0.02
"Sanskrit"	"sa.wikibooks.org"	"Brazil"	0.01
"Sanskrit"	"sa.wikibooks.org"	"Canada"	0.06
"Sanskrit"	"sa.wikibooks.org"	"China"	0.04
"Sanskrit"	"sa.wikibooks.org"	"France"	0.01
"Sanskrit"	"sa.wikibooks.org"	"Germany"	0.01
"Sanskrit"	"sa.wikibooks.org"	"India"	0.18
"Sanskrit"	"sa.wikibooks.org"	"Indonesia"	0.02
"Sanskrit"	"sa.wikibooks.org"	"Italy"	0.01
"Sanskrit"	"sa.wikibooks.org"	"Netherlands"	0.01
"Sanskrit"	"sa.wikibooks.org"	"Republic of Lithuania"	0.01
"Sanskrit"	"sa.wikibooks.org"	"Russia"	0.02
"Sanskrit"	"sa.wikibooks.org"	"Ukraine"	0.02
"Sanskrit"	"sa.wikibooks.org"	"United States"	0.22
"Sanskrit"	"sa.wikibooks.org"	"Vietnam"	0.36
"Sanskrit"	"sa.wikipedia.org"	"Canada"	0.02
"Sanskrit"	"sa.wikipedia.org"	"China"	0.02
"Sanskrit"	"sa.wikipedia.org"	"France"	0.02
"Sanskrit"	"sa.wikipedia.org"	"Germany"	0.04
"Sanskrit"	"sa.wikipedia.org"	"India"	0.45
"Sanskrit"	"sa.wikipedia.org"	"Italy"	0.01
"Sanskrit"	"sa.wikipedia.org"	"Mexico"	0.01
"Sanskrit"	"sa.wikipedia.org"	"Nepal"	0.01
"Sanskrit"	"sa.wikipedia.org"	"Netherlands"	0.01
"Sanskrit"	"sa.wikipedia.org"	"Poland"	0.02
"Sanskrit"	"sa.wikipedia.org"	"Republic of Korea"	0.01
"Sanskrit"	"sa.wikipedia.org"	"Romania"	0.06
"Sanskrit"	"sa.wikipedia.org"	"Russia"	0.01
"Sanskrit"	"sa.wikipedia.org"	"Ukraine"	0.01
"Sanskrit"	"sa.wikipedia.org"	"United Kingdom"	0.01
"Sanskrit"	"sa.wikipedia.org"	"United States"	0.24
"Sanskrit"	"sa.wikipedia.org"	"Other"	0.07
"Sanskrit"	"sa.wikiquote.org"	"Canada"	0.06
"Sanskrit"	"sa.wikiquote.org"	"China"	0.01
"Sanskrit"	"sa.wikiquote.org"	"France"	0.01
"Sanskrit"	"sa.wikiquote.org"	"Germany"	0.01
"Sanskrit"	"sa.wikiquote.org"	"India"	0.15
"Sanskrit"	"sa.wikiquote.org"	"Republic of Korea"	0.01
"Sanskrit"	"sa.wikiquote.org"	"Russia"	0.04
"Sanskrit"	"sa.wikiquote.org"	"United States"	0.17
"Sanskrit"	"sa.wikiquote.org"	"Vietnam"	0.5
"Sanskrit"	"sa.wikiquote.org"	"Other"	0.02
"Sanskrit"	"sa.wikisource.org"	"Australia"	0.01
"Sanskrit"	"sa.wikisource.org"	"Brazil"	0.01
"Sanskrit"	"sa.wikisource.org"	"Canada"	0.05
"Sanskrit"	"sa.wikisource.org"	"China"	0.01
"Sanskrit"	"sa.wikisource.org"	"France"	0.01
"Sanskrit"	"sa.wikisource.org"	"India"	0.52
"Sanskrit"	"sa.wikisource.org"	"Ireland"	0.01
"Sanskrit"	"sa.wikisource.org"	"Israel"	0.01
"Sanskrit"	"sa.wikisource.org"	"Japan"	0.01
"Sanskrit"	"sa.wikisource.org"	"Russia"	0.07
"Sanskrit"	"sa.wikisource.org"	"Singapore"	0.01
"Sanskrit"	"sa.wikisource.org"	"United Kingdom"	0.04
"Sanskrit"	"sa.wikisource.org"	"United States"	0.26
"Sanskrit"	"sa.wikisource.org"	"Other"	0.02
"Sanskrit"	"sa.wiktionary.org"	"Canada"	0.05
"Sanskrit"	"sa.wiktionary.org"	"China"	0.05
"Sanskrit"	"sa.wiktionary.org"	"France"	0.02
"Sanskrit"	"sa.wiktionary.org"	"Germany"	0.01
"Sanskrit"	"sa.wiktionary.org"	"India"	0.52
"Sanskrit"	"sa.wiktionary.org"	"Nepal"	0.01
"Sanskrit"	"sa.wiktionary.org"	"Netherlands"	0.01
"Sanskrit"	"sa.wiktionary.org"	"Poland"	0.01
"Sanskrit"	"sa.wiktionary.org"	"Russia"	0.03
"Sanskrit"	"sa.wiktionary.org"	"South Africa"	0.01
"Sanskrit"	"sa.wiktionary.org"	"Sweden"	0.02
"Sanskrit"	"sa.wiktionary.org"	"Ukraine"	0.01
"Sanskrit"	"sa.wiktionary.org"	"United States"	0.22
"Sanskrit"	"sa.wiktionary.org"	"Vietnam"	0.01
"Sanskrit"	"sa.wiktionary.org"	"Other"	0.04
"Sakha"	"sah.wikipedia.org"	"Australia"	0.01
"Sakha"	"sah.wikipedia.org"	"Brazil"	0.01
"Sakha"	"sah.wikipedia.org"	"Canada"	0.02
"Sakha"	"sah.wikipedia.org"	"China"	0.03
"Sakha"	"sah.wikipedia.org"	"Czech Republic"	0.01
"Sakha"	"sah.wikipedia.org"	"France"	0.03
"Sakha"	"sah.wikipedia.org"	"Germany"	0.09
"Sakha"	"sah.wikipedia.org"	"India"	0.01
"Sakha"	"sah.wikipedia.org"	"Italy"	0.01
"Sakha"	"sah.wikipedia.org"	"Mexico"	0.02
"Sakha"	"sah.wikipedia.org"	"Netherlands"	0.02
"Sakha"	"sah.wikipedia.org"	"Poland"	0.04
"Sakha"	"sah.wikipedia.org"	"Republic of Korea"	0.01
"Sakha"	"sah.wikipedia.org"	"Republic of Lithuania"	0.01
"Sakha"	"sah.wikipedia.org"	"Romania"	0.06
"Sakha"	"sah.wikipedia.org"	"Russia"	0.14
"Sakha"	"sah.wikipedia.org"	"Singapore"	0.01
"Sakha"	"sah.wikipedia.org"	"Sweden"	0.01
"Sakha"	"sah.wikipedia.org"	"Ukraine"	0.02
"Sakha"	"sah.wikipedia.org"	"United Kingdom"	0.01
"Sakha"	"sah.wikipedia.org"	"United States"	0.39
"Sakha"	"sah.wikipedia.org"	"Other"	0.08
"Sakha"	"sah.wikisource.org"	"Brazil"	0.01
"Sakha"	"sah.wikisource.org"	"Canada"	0.14
"Sakha"	"sah.wikisource.org"	"China"	0.01
"Sakha"	"sah.wikisource.org"	"Finland"	0.01
"Sakha"	"sah.wikisource.org"	"Germany"	0.01
"Sakha"	"sah.wikisource.org"	"India"	0.01
"Sakha"	"sah.wikisource.org"	"Italy"	0.01
"Sakha"	"sah.wikisource.org"	"Kazakhstan"	0.01
"Sakha"	"sah.wikisource.org"	"Luxembourg"	0.01
"Sakha"	"sah.wikisource.org"	"Netherlands"	0.02
"Sakha"	"sah.wikisource.org"	"Poland"	0.01
"Sakha"	"sah.wikisource.org"	"Russia"	0.37
"Sakha"	"sah.wikisource.org"	"Sri Lanka"	0.01
"Sakha"	"sah.wikisource.org"	"Sweden"	0.01
"Sakha"	"sah.wikisource.org"	"Ukraine"	0.02
"Sakha"	"sah.wikisource.org"	"United States"	0.3
"Sakha"	"sah.wikisource.org"	"Venezuela"	0.01
"Sardinian"	"sc.wikipedia.org"	"Brazil"	0.01
"Sardinian"	"sc.wikipedia.org"	"Canada"	0.01
"Sardinian"	"sc.wikipedia.org"	"China"	0.3
"Sardinian"	"sc.wikipedia.org"	"France"	0.03
"Sardinian"	"sc.wikipedia.org"	"Germany"	0.05
"Sardinian"	"sc.wikipedia.org"	"Italy"	0.1
"Sardinian"	"sc.wikipedia.org"	"Mexico"	0.01
"Sardinian"	"sc.wikipedia.org"	"Netherlands"	0.01
"Sardinian"	"sc.wikipedia.org"	"Poland"	0.03
"Sardinian"	"sc.wikipedia.org"	"Republic of Korea"	0.01
"Sardinian"	"sc.wikipedia.org"	"Romania"	0.03
"Sardinian"	"sc.wikipedia.org"	"Russia"	0.02
"Sardinian"	"sc.wikipedia.org"	"Spain"	0.01
"Sardinian"	"sc.wikipedia.org"	"Sweden"	0.01
"Sardinian"	"sc.wikipedia.org"	"United Kingdom"	0.01
"Sardinian"	"sc.wikipedia.org"	"United States"	0.28
"Sardinian"	"sc.wikipedia.org"	"Other"	0.08
"Sardinian"	"sc.wiktionary.org"	"Austria"	0.02
"Sardinian"	"sc.wiktionary.org"	"Canada"	0.15
"Sardinian"	"sc.wiktionary.org"	"China"	0.08
"Sardinian"	"sc.wiktionary.org"	"France"	0.02
"Sardinian"	"sc.wiktionary.org"	"Republic of Korea"	0.06
"Sardinian"	"sc.wiktionary.org"	"Romania"	0.02
"Sardinian"	"sc.wiktionary.org"	"Russia"	0.09
"Sardinian"	"sc.wiktionary.org"	"Spain"	0.02
"Sardinian"	"sc.wiktionary.org"	"Sweden"	0.02
"Sardinian"	"sc.wiktionary.org"	"United States"	0.53
"Sicilian"	"scn.wikipedia.org"	"Brazil"	0.01
"Sicilian"	"scn.wikipedia.org"	"Canada"	0.02
"Sicilian"	"scn.wikipedia.org"	"China"	0.11
"Sicilian"	"scn.wikipedia.org"	"France"	0.02
"Sicilian"	"scn.wikipedia.org"	"Germany"	0.06
"Sicilian"	"scn.wikipedia.org"	"Italy"	0.17
"Sicilian"	"scn.wikipedia.org"	"Mexico"	0.01
"Sicilian"	"scn.wikipedia.org"	"Netherlands"	0.01
"Sicilian"	"scn.wikipedia.org"	"Poland"	0.02
"Sicilian"	"scn.wikipedia.org"	"Republic of Korea"	0.01
"Sicilian"	"scn.wikipedia.org"	"Republic of Lithuania"	0.01
"Sicilian"	"scn.wikipedia.org"	"Romania"	0.04
"Sicilian"	"scn.wikipedia.org"	"Russia"	0.02
"Sicilian"	"scn.wikipedia.org"	"Spain"	0.01
"Sicilian"	"scn.wikipedia.org"	"Sweden"	0.01
"Sicilian"	"scn.wikipedia.org"	"Switzerland"	0.01
"Sicilian"	"scn.wikipedia.org"	"Ukraine"	0.03
"Sicilian"	"scn.wikipedia.org"	"United Kingdom"	0.01
"Sicilian"	"scn.wikipedia.org"	"United States"	0.37
"Sicilian"	"scn.wikipedia.org"	"Other"	0.07
"Sicilian"	"scn.wiktionary.org"	"Belgium"	0.01
"Sicilian"	"scn.wiktionary.org"	"Canada"	0.02
"Sicilian"	"scn.wiktionary.org"	"China"	0.28
"Sicilian"	"scn.wiktionary.org"	"France"	0.04
"Sicilian"	"scn.wiktionary.org"	"Germany"	0.01
"Sicilian"	"scn.wiktionary.org"	"Italy"	0.17
"Sicilian"	"scn.wiktionary.org"	"Netherlands"	0.01
"Sicilian"	"scn.wiktionary.org"	"Poland"	0.02
"Sicilian"	"scn.wiktionary.org"	"Russia"	0.01
"Sicilian"	"scn.wiktionary.org"	"Turkey"	0.01
"Sicilian"	"scn.wiktionary.org"	"Ukraine"	0.03
"Sicilian"	"scn.wiktionary.org"	"United Kingdom"	0.01
"Sicilian"	"scn.wiktionary.org"	"United States"	0.33
"Sicilian"	"scn.wiktionary.org"	"Vietnam"	0.03
"Sicilian"	"scn.wiktionary.org"	"Other"	0.04
"Scots"	"sco.wikipedia.org"	"Australia"	0.01
"Scots"	"sco.wikipedia.org"	"Brazil"	0.01
"Scots"	"sco.wikipedia.org"	"Canada"	0.02
"Scots"	"sco.wikipedia.org"	"China"	0.07
"Scots"	"sco.wikipedia.org"	"France"	0.04
"Scots"	"sco.wikipedia.org"	"Germany"	0.07
"Scots"	"sco.wikipedia.org"	"India"	0.02
"Scots"	"sco.wikipedia.org"	"Israel"	0.01
"Scots"	"sco.wikipedia.org"	"Italy"	0.02
"Scots"	"sco.wikipedia.org"	"Japan"	0.01
"Scots"	"sco.wikipedia.org"	"Mexico"	0.02
"Scots"	"sco.wikipedia.org"	"Netherlands"	0.01
"Scots"	"sco.wikipedia.org"	"Philippines"	0.01
"Scots"	"sco.wikipedia.org"	"Poland"	0.03
"Scots"	"sco.wikipedia.org"	"Republic of Korea"	0.01
"Scots"	"sco.wikipedia.org"	"Republic of Lithuania"	0.01
"Scots"	"sco.wikipedia.org"	"Romania"	0.01
"Scots"	"sco.wikipedia.org"	"Russia"	0.05
"Scots"	"sco.wikipedia.org"	"Spain"	0.01
"Scots"	"sco.wikipedia.org"	"Sweden"	0.01
"Scots"	"sco.wikipedia.org"	"Turkey"	0.01
"Scots"	"sco.wikipedia.org"	"Ukraine"	0.02
"Scots"	"sco.wikipedia.org"	"United Kingdom"	0.06
"Scots"	"sco.wikipedia.org"	"United States"	0.35
"Scots"	"sco.wikipedia.org"	"Vietnam"	0.01
"Scots"	"sco.wikipedia.org"	"Other"	0.14
"Sindhi"	"sd.wikinews.org"	"Australia"	0.01
"Sindhi"	"sd.wikinews.org"	"Canada"	0.05
"Sindhi"	"sd.wikinews.org"	"China"	0.05
"Sindhi"	"sd.wikinews.org"	"Germany"	0.01
"Sindhi"	"sd.wikinews.org"	"Iran"	0.04
"Sindhi"	"sd.wikinews.org"	"Netherlands"	0.04
"Sindhi"	"sd.wikinews.org"	"Poland"	0.01
"Sindhi"	"sd.wikinews.org"	"Russia"	0.03
"Sindhi"	"sd.wikinews.org"	"Sweden"	0.01
"Sindhi"	"sd.wikinews.org"	"United States"	0.44
"Sindhi"	"sd.wikinews.org"	"Vietnam"	0.3
"Sindhi"	"sd.wikipedia.org"	"Armenia"	0.01
"Sindhi"	"sd.wikipedia.org"	"Canada"	0.03
"Sindhi"	"sd.wikipedia.org"	"China"	0.2
"Sindhi"	"sd.wikipedia.org"	"France"	0.01
"Sindhi"	"sd.wikipedia.org"	"Germany"	0.02
"Sindhi"	"sd.wikipedia.org"	"India"	0.02
"Sindhi"	"sd.wikipedia.org"	"Mexico"	0.01
"Sindhi"	"sd.wikipedia.org"	"Netherlands"	0.02
"Sindhi"	"sd.wikipedia.org"	"Pakistan"	0.14
"Sindhi"	"sd.wikipedia.org"	"Poland"	0.01
"Sindhi"	"sd.wikipedia.org"	"Republic of Korea"	0.01
"Sindhi"	"sd.wikipedia.org"	"Republic of Lithuania"	0.01
"Sindhi"	"sd.wikipedia.org"	"Romania"	0.05
"Sindhi"	"sd.wikipedia.org"	"Russia"	0.01
"Sindhi"	"sd.wikipedia.org"	"Saudi Arabia"	0.01
"Sindhi"	"sd.wikipedia.org"	"Sweden"	0.01
"Sindhi"	"sd.wikipedia.org"	"Turkey"	0.01
"Sindhi"	"sd.wikipedia.org"	"United Kingdom"	0.01
"Sindhi"	"sd.wikipedia.org"	"United States"	0.36
"Sindhi"	"sd.wikipedia.org"	"Other"	0.06
"Sindhi"	"sd.wiktionary.org"	"Canada"	0.02
"Sindhi"	"sd.wiktionary.org"	"China"	0.05
"Sindhi"	"sd.wiktionary.org"	"Czech Republic"	0.02
"Sindhi"	"sd.wiktionary.org"	"Finland"	0.03
"Sindhi"	"sd.wiktionary.org"	"France"	0.05
"Sindhi"	"sd.wiktionary.org"	"Iran"	0.02
"Sindhi"	"sd.wiktionary.org"	"Japan"	0.02
"Sindhi"	"sd.wiktionary.org"	"Kazakhstan"	0.02
"Sindhi"	"sd.wiktionary.org"	"Netherlands"	0.02
"Sindhi"	"sd.wiktionary.org"	"Republic of Korea"	0.09
"Sindhi"	"sd.wiktionary.org"	"Republic of Moldova"	0.02
"Sindhi"	"sd.wiktionary.org"	"Russia"	0.09
"Sindhi"	"sd.wiktionary.org"	"Sweden"	0.02
"Sindhi"	"sd.wiktionary.org"	"United States"	0.5
"Sindhi"	"sd.wiktionary.org"	"Vietnam"	0.08
"Northern Sami"	"se.wikibooks.org"	"Canada"	0.13
"Northern Sami"	"se.wikibooks.org"	"Chile"	0.02
"Northern Sami"	"se.wikibooks.org"	"China"	0.02
"Northern Sami"	"se.wikibooks.org"	"France"	0.02
"Northern Sami"	"se.wikibooks.org"	"Italy"	0.02
"Northern Sami"	"se.wikibooks.org"	"Russia"	0.09
"Northern Sami"	"se.wikibooks.org"	"United States"	0.53
"Northern Sami"	"se.wikibooks.org"	"Vietnam"	0.17
"Northern Sami"	"se.wikipedia.org"	"Canada"	0.01
"Northern Sami"	"se.wikipedia.org"	"China"	0.36
"Northern Sami"	"se.wikipedia.org"	"Finland"	0.01
"Northern Sami"	"se.wikipedia.org"	"France"	0.02
"Northern Sami"	"se.wikipedia.org"	"Germany"	0.04
"Northern Sami"	"se.wikipedia.org"	"Italy"	0.01
"Northern Sami"	"se.wikipedia.org"	"Mexico"	0.01
"Northern Sami"	"se.wikipedia.org"	"Netherlands"	0.01
"Northern Sami"	"se.wikipedia.org"	"Norway"	0.02
"Northern Sami"	"se.wikipedia.org"	"Poland"	0.02
"Northern Sami"	"se.wikipedia.org"	"Republic of Korea"	0.01
"Northern Sami"	"se.wikipedia.org"	"Romania"	0.02
"Northern Sami"	"se.wikipedia.org"	"Russia"	0.02
"Northern Sami"	"se.wikipedia.org"	"Sweden"	0.05
"Northern Sami"	"se.wikipedia.org"	"Ukraine"	0.01
"Northern Sami"	"se.wikipedia.org"	"United Kingdom"	0.01
"Northern Sami"	"se.wikipedia.org"	"United States"	0.32
"Northern Sami"	"se.wikipedia.org"	"Other"	0.05
"Sango"	"sg.wikipedia.org"	"Canada"	0.03
"Sango"	"sg.wikipedia.org"	"China"	0.21
"Sango"	"sg.wikipedia.org"	"Finland"	0.01
"Sango"	"sg.wikipedia.org"	"France"	0.03
"Sango"	"sg.wikipedia.org"	"Germany"	0.03
"Sango"	"sg.wikipedia.org"	"Mexico"	0.01
"Sango"	"sg.wikipedia.org"	"Netherlands"	0.02
"Sango"	"sg.wikipedia.org"	"Poland"	0.03
"Sango"	"sg.wikipedia.org"	"Romania"	0.06
"Sango"	"sg.wikipedia.org"	"Russia"	0.02
"Sango"	"sg.wikipedia.org"	"Sweden"	0.01
"Sango"	"sg.wikipedia.org"	"Turkey"	0.01
"Sango"	"sg.wikipedia.org"	"Ukraine"	0.03
"Sango"	"sg.wikipedia.org"	"United Kingdom"	0.01
"Sango"	"sg.wikipedia.org"	"United States"	0.4
"Sango"	"sg.wikipedia.org"	"Other"	0.09
"Sango"	"sg.wiktionary.org"	"Belarus"	0.01
"Sango"	"sg.wiktionary.org"	"Belgium"	0.01
"Sango"	"sg.wiktionary.org"	"Brazil"	0.01
"Sango"	"sg.wiktionary.org"	"Canada"	0.08
"Sango"	"sg.wiktionary.org"	"China"	0.03
"Sango"	"sg.wiktionary.org"	"France"	0.19
"Sango"	"sg.wiktionary.org"	"Georgia"	0.02
"Sango"	"sg.wiktionary.org"	"Germany"	0.01
"Sango"	"sg.wiktionary.org"	"India"	0.09
"Sango"	"sg.wiktionary.org"	"Latvia"	0.01
"Sango"	"sg.wiktionary.org"	"Netherlands"	0.01
"Sango"	"sg.wiktionary.org"	"Republic of Korea"	0.05
"Sango"	"sg.wiktionary.org"	"Romania"	0.01
"Sango"	"sg.wiktionary.org"	"Russia"	0.03
"Sango"	"sg.wiktionary.org"	"Sweden"	0.02
"Sango"	"sg.wiktionary.org"	"Thailand"	0.08
"Sango"	"sg.wiktionary.org"	"Turkey"	0.01
"Sango"	"sg.wiktionary.org"	"Ukraine"	0.02
"Sango"	"sg.wiktionary.org"	"United Kingdom"	0.01
"Sango"	"sg.wiktionary.org"	"United States"	0.26
"Sango"	"sg.wiktionary.org"	"Vietnam"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Austria"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Bosnia and Herzegovina"	0.1
"Serbo-Croatian"	"sh.wikipedia.org"	"Canada"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"China"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Croatia"	0.08
"Serbo-Croatian"	"sh.wikipedia.org"	"France"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Germany"	0.03
"Serbo-Croatian"	"sh.wikipedia.org"	"Japan"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Macedonia"	0.02
"Serbo-Croatian"	"sh.wikipedia.org"	"Montenegro"	0.05
"Serbo-Croatian"	"sh.wikipedia.org"	"Romania"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Russia"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Serbia"	0.49
"Serbo-Croatian"	"sh.wikipedia.org"	"Slovenia"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Sweden"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"Switzerland"	0.01
"Serbo-Croatian"	"sh.wikipedia.org"	"United States"	0.08
"Serbo-Croatian"	"sh.wikipedia.org"	"Other"	0.07
"Serbo-Croatian"	"sh.wiktionary.org"	"Belarus"	0.09
"Serbo-Croatian"	"sh.wiktionary.org"	"Bosnia and Herzegovina"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"Canada"	0.02
"Serbo-Croatian"	"sh.wiktionary.org"	"China"	0.03
"Serbo-Croatian"	"sh.wiktionary.org"	"Croatia"	0.11
"Serbo-Croatian"	"sh.wiktionary.org"	"France"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"Germany"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"India"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"Ireland"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"Netherlands"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"Republic of Korea"	0.01
"Serbo-Croatian"	"sh.wiktionary.org"	"Serbia"	0.61
"Serbo-Croatian"	"sh.wiktionary.org"	"United States"	0.05
"Serbo-Croatian"	"sh.wiktionary.org"	"Vietnam"	0.02
"Serbo-Croatian"	"sh.wiktionary.org"	"Other"	0.03
"Sinhala"	"si.wikibooks.org"	"Australia"	0.02
"Sinhala"	"si.wikibooks.org"	"Canada"	0.02
"Sinhala"	"si.wikibooks.org"	"China"	0.02
"Sinhala"	"si.wikibooks.org"	"France"	0.01
"Sinhala"	"si.wikibooks.org"	"Italy"	0.01
"Sinhala"	"si.wikibooks.org"	"Maldives"	0.01
"Sinhala"	"si.wikibooks.org"	"Netherlands"	0.01
"Sinhala"	"si.wikibooks.org"	"Russia"	0.08
"Sinhala"	"si.wikibooks.org"	"Sri Lanka"	0.44
"Sinhala"	"si.wikibooks.org"	"United Arab Emirates"	0.01
"Sinhala"	"si.wikibooks.org"	"United States"	0.15
"Sinhala"	"si.wikibooks.org"	"Vietnam"	0.17
"Sinhala"	"si.wikibooks.org"	"Other"	0.05
"Sinhala"	"si.wikipedia.org"	"Australia"	0.01
"Sinhala"	"si.wikipedia.org"	"Canada"	0.01
"Sinhala"	"si.wikipedia.org"	"China"	0.04
"Sinhala"	"si.wikipedia.org"	"France"	0.02
"Sinhala"	"si.wikipedia.org"	"Germany"	0.03
"Sinhala"	"si.wikipedia.org"	"India"	0.02
"Sinhala"	"si.wikipedia.org"	"Italy"	0.01
"Sinhala"	"si.wikipedia.org"	"Japan"	0.01
"Sinhala"	"si.wikipedia.org"	"Mexico"	0.01
"Sinhala"	"si.wikipedia.org"	"Netherlands"	0.01
"Sinhala"	"si.wikipedia.org"	"Poland"	0.01
"Sinhala"	"si.wikipedia.org"	"Republic of Korea"	0.01
"Sinhala"	"si.wikipedia.org"	"Romania"	0.02
"Sinhala"	"si.wikipedia.org"	"Russia"	0.01
"Sinhala"	"si.wikipedia.org"	"Sri Lanka"	0.57
"Sinhala"	"si.wikipedia.org"	"United Arab Emirates"	0.01
"Sinhala"	"si.wikipedia.org"	"United Kingdom"	0.01
"Sinhala"	"si.wikipedia.org"	"United States"	0.15
"Sinhala"	"si.wikipedia.org"	"Other"	0.07
"Sinhala"	"si.wiktionary.org"	"Argentina"	0.01
"Sinhala"	"si.wiktionary.org"	"Austria"	0.01
"Sinhala"	"si.wiktionary.org"	"Bangladesh"	0.01
"Sinhala"	"si.wiktionary.org"	"Canada"	0.02
"Sinhala"	"si.wiktionary.org"	"China"	0.14
"Sinhala"	"si.wiktionary.org"	"France"	0.03
"Sinhala"	"si.wiktionary.org"	"Hashemite Kingdom of Jordan"	0.01
"Sinhala"	"si.wiktionary.org"	"India"	0.04
"Sinhala"	"si.wiktionary.org"	"Italy"	0.02
"Sinhala"	"si.wiktionary.org"	"Morocco"	0.02
"Sinhala"	"si.wiktionary.org"	"Netherlands"	0.03
"Sinhala"	"si.wiktionary.org"	"Russia"	0.12
"Sinhala"	"si.wiktionary.org"	"Réunion"	0.01
"Sinhala"	"si.wiktionary.org"	"Seychelles"	0.01
"Sinhala"	"si.wiktionary.org"	"Sri Lanka"	0.08
"Sinhala"	"si.wiktionary.org"	"Sweden"	0.02
"Sinhala"	"si.wiktionary.org"	"Thailand"	0.02
"Sinhala"	"si.wiktionary.org"	"United Arab Emirates"	0.01
"Sinhala"	"si.wiktionary.org"	"United States"	0.34
"Sinhala"	"si.wiktionary.org"	"Vietnam"	0.04
"Simple English"	"simple.wikibooks.org"	"Brazil"	0.01
"Simple English"	"simple.wikibooks.org"	"Canada"	0.07
"Simple English"	"simple.wikibooks.org"	"China"	0.09
"Simple English"	"simple.wikibooks.org"	"Czech Republic"	0.01
"Simple English"	"simple.wikibooks.org"	"France"	0.05
"Simple English"	"simple.wikibooks.org"	"Germany"	0.03
"Simple English"	"simple.wikibooks.org"	"India"	0.03
"Simple English"	"simple.wikibooks.org"	"Indonesia"	0.01
